Métier,Entreprise,Poste,Niveau,Lieu,Salaire,Expérience,Compétences,Description
Business Analyst,STEP UP Lyon,"Business Analyst Microsoft OneDrive, Teams et SharePoint (H/F)",Senior,69 - Lyon 3e Arrondissement,Non spécifié,Expérience souhaitée,"excel, power bi, go, ia, git, r","STEP UP est une société d'ingénierie experte en pilotage de projets industriels et informatiques (+ 250 collaborateurs sur 11 agences en France), plaçant le potentiel humain comme 1er vecteur d'excellence et de performance en entreprise. Oubliez les sociétés d'ingénierie qui ne valorisent que vos seules compétences, chez STEP UP, nous visons également l'adéquation entre votre personnalité et la culture d'entreprise de nos clients. Cela se traduit pour vous par une différence fondamentale en term"
Business Analyst,Non spécifié,Ingénieur(e) business analyst rpa - f/h (H/F),Non spécifié,64 - Bordes,Non spécifié,Expérience exigée,"rest, api, ia, r","Safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. Sa mission : contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement, plus confortable et plus accessible. Implanté sur tous les continents, le Groupe emploie 100 000 collaborateurs pour un chiffre d'affaires de 27,3 milliards d'euros en 2024, et occupe, seul ou en"
Business Analyst,EGIS,Business Analyst AMOA expérimenté (H/F),Senior,69 - Lyon,Non spécifié,Débutant accepté,"agile, ia, r","About Us La Business Line (BL) Transports & Territoires regroupent les équipes du rail, de la route, des mobilités, de l'aménagement urbain et des grands ouvrages. L'objectif qui nous anime est à la fois de promouvoir, de concevoir et de réaliser des solutions de transport multimodal pour favoriser la mobilité et des solutions d'aménagement durable du territoire, et tout cela afin d'assurer leur résilience dans un contexte de changement climatique et de croissance démographique. Au sein de la BL"
Business Analyst,VIVERIS,Business Analyst - Banque  H/F,Non spécifié,34 - Montpellier,Annuel de 40000.0 Euros à 50000.0 Euros,5 An(s),"agile, rest, ia, r","Viveris est un groupe de conseil et d'ingénierie spécialisé dans la conduite et la réalisation de projets dans les domaines de l'informatique et de l'électronique.  S'engager avec Viveris, c'est l'assurance de relever des défis techniques et humains tout en travaillant sur des projets innovants dans un environnement collaboratif et solidaire.           Contexte de la mission :  Viveris accompagne ses clients dans leur transformation numérique en modernisant leurs systèmes d'information.   Dans c"
Business Analyst,Expectra,BUSINESS ANALYST CONFIRME (H/F),Senior,31 - Toulouse,Non spécifié,3 An(s),"ia, r, git","Nous recherchons pour le compte de notre client, dans le cadre du développement de son activité Services Publics, un(e) Business Analyst Confirmé(e). Cette unité, partenaire de confiance de grands donneurs d'ordre du service public (Ministère de l'Education Nationale, le CNRS, les Douanes, la MSA, France Travail, .) développe son expertise sur de nombreux domaines métiers (Finance, RH, .).Véritable référent fonctionnel, vous jouez un rôle clé dans la conception des projets de transformation digi"
Business Analyst,ALTEN,Business Performance Analyst H/F,Senior,92 - Boulogne-Billancourt,Non spécifié,7 An(s),"power bi, excel, ia, r","Vous intervenez sur un périmètre transnational qui couvre aujourd'hui la France, l'Allemagne, l'Angleterre et l'Espagne, riche de différentes cultures d'entreprise suite à la mise en place par le groupe d'une organisation dédiée au secteur de l'Energie avec une forte ambition de croissance.  Dans le cadre de la structuration du périmètre, vous devrez appréhender les modes de fonctionnement, business modèles, outils et processus des différentes entités du périmètre afin de définir et mettre en pl"
Business Analyst,PROSOL,Marketing Business Analyst Senior (H/F),Senior,69 - Chaponnay,Non spécifié,1 An(s),"power bi, rest, ia, r","Si pour vous le paradis ressemble à un immense potager sans fin, rejoignez-nous.     Au programme, des missions aux petits oignons :      * Analyser la performance des ventes des différentes gammes de produits et évaluer l'impact des actions commerciales,  * Accompagner les opérationnels dans le pilotage de leur activité en identifiant et proposant des optimisations afin de maximiser la performance commerciale de l'entreprise,  * Être garant de la méthodologie d'analyse du mix produit (prix, pro"
Business Analyst,TotalEnergies,Business Analyst Front Office Web (H/F),Non spécifié,75 - Paris 15e Arrondissement,Annuel de 40000.0 Euros à 60000.0 Euros,6 An(s),"agile, go, r, git","En tant que Business Analyst au sein du Pôle Front Office, sur le marché France, vos activités seront les suivantes :   * Assurer la qualité de l'expression des besoins par le PO et les métiers, notamment dans la spécification et la formalisation des user stories  * Faire valider la priorisation des besoins par le PO et les métiers, et coordonner les sprints, contribuant ainsi à l'organisation des développements.  * Assister et contribuer aux cérémonies agiles  * Intervenir sur les projets : pla"
Business Analyst,Crédit Agricole Assurances,Business Analyst MAINFRAME H/F,Non spécifié,75 - Paris,Annuel de 50000.0 Euros à 55000.0 Euros,Débutant accepté,"ia, r, git","Notre ambition est d'être l'assureur Dommages préféré de nos clients. Pour cela, notre entité Pacifica est au service de nos banques partenaires et protège chaque client face aux aléas de la vie dans une démarche globale allant de la prévention à l'indemnisation. Les équipes Plateformes et Infrastructures gèrent les plateformes « c�""urs assurantiels » du domaine Dommages dans un objectif de fiabilité et d'agilité au service de l'expérience client. Au sein de la Plateforme Infrastructures et Domm"
Business Analyst,Non spécifié,Business Analyst Intelligence Artificielle - POEI (H/F),Non spécifié,92 - Hauts-de-Seine,Non spécifié,Expérience exigée,"excel, ia, r","Dans le cadre de la POEI (Préparation Opérationnel à l'emploi individuel), notre partenaire recruteur recherche ses futurs Business Analyst IA . Le poste est précédé d'une formation certifiante professionnalisante accélérée de 399 heures, pour que vous soyez pleinement opérationnel et 100% à l'aise dans la mission qui vous sera confiée. Pour bénéficier du dispositif de la POEI, vous devez être inscrit à pôle emploi et en recherche d'emploi. Assurée par des professionnels reconnus, cette formatio"
Business Analyst,Non spécifié,Business Analyst Stratégie & Operations H/F,Senior,70 - Marnay,Annuel de 0.0 Euros à 0.0 Euros,3 An(s),"ia, r","Rattaché(e) à la Direction Générale, vous serez en charge du pilotage et de la coordination des activités liées au suivi et à l'optimisation des coûts produits. Interlocuteur(trice) clé entre la Direction, les équipes locales et le Groupe, vous participez au déploiement de notre stratégie d'amélioration continue. Vos missions ·        Coordonner le processus annuel de mise en œuvre de la stratégie. ·        Piloter les actions stratégiques et assurer la transparence des ressources (projets, inve"
Business Analyst,Non spécifié,Senior Business Analyst SAP domaines PP/QMS F/H (H/F),Senior,69 - Lyon,Non spécifié,Débutant accepté,"scala, ia, r","Le centre de compétences SAP de Framatome, en charge de la solution SAP du groupe supportant plus de  utilisateurs worldwide, recherche un business analyst senior spécialisé sur les modules PP et QM.Au sein d'une équipe multinationale, vous serez en charge du delivery des activités relatives à ces 2 modules et de contribuer au plan d'évolution fonctionnel, en particulier lors du passage à S4 planifié en /.Rattaché-e au responsable de domaine, vous serez en charge de- Assurer la collecte et la fo"
Business Analyst,Non spécifié,Business Analyst (H/F),Non spécifié,69 - Lyon,Non spécifié,Débutant accepté,r,"Nous recherchons pour l'un de nos clients grands comptes un Business Analyst pour prendre en charge des sujets de BUILD et de l'assistance fonctionnelle, dont le rôle et les responsabilités sont les suivantes:"
Business Analyst,Non spécifié,Business analyst / MOA (H/F),Non spécifié,13 - Marseille,Non spécifié,Débutant accepté,r,"Nous recherchons un(e) Business Analyst talentueux(se) et motivé(e) pour rejoindre notre équipe. Vous serez en charge d'analyser les besoins métier, d'optimiser les processus et de contribuer à la mise en place de solutions innovantes.  Missions principales :  -Recueillir et analyser les besoins des parties prenantes. -Rédiger les spécifications fonctionnelles et techniques. -Identifier et proposer des solutions d'amélioration des processus métier. -Participer à la mise en &oelig;uvre et au suiv"
Business Analyst,ALTECA,Business Analyst (H/F),Alternance,44 - Nantes,Annuel de 45000.0 Euros à 51000.0 Euros,5 An(s),"agile, rest, go, r","RESPONSABILITÉS :   En coordination avec les équipes d'un de nos clients grands comptes dans le secteur bancaire, tes missions seront les suivantes   :  • Participer au cadrage des évolutions  • Comprendre et analyser les besoins  • Identifier et prioriser les exigences des différents métiers concernés  • Assurer le lien entre les métiers et les équipes techniques  • Participer à la rédaction des spécifications fonctionnelles et/ou techniques  • Être garant de l'intégration et de la qualité du c"
Business Analyst,Non spécifié,Stage - Business Analyst - Lyon (H/F),Stage,69 - Limonest,Non spécifié,Débutant accepté,"excel, go, jira, big data, ia, git, api, r","Votre futur environnement de travail :Intéressé/e par la transformation digitale et les innovations technologiques ?Voici 4 bonnes raisons de rejoindre la région Auvergne Rhône-Alpes :Une variété de projets pour des entreprises locales et des grands groupes dans des secteurs divers : énergie, télécoms, transports, industrie, tertiaire, banque, santé, services publics ;Des postes diversifiés en intégration sur des domaines innovants : Cloud, Big Data, IA, SAP ;Un accompagnement RH, une proximité "
Business Analyst,KLANIK,Business Analyst (H/F),Senior,74 - Annecy,Non spécifié,Expérience exigée,"excel, jira, big data, ia, git, r","KLANIK est une société de conseil en Ingénierie IT qui accompagne ses clients dans leurs projets digitaux et technologiques. Le groupe KLANIK compte désormais plus de 750 talents, évoluant dans 16 agences en Europe, Amérique du Nord, Afrique et Moyen-Orient. Des experts engagés, atypiques et passionnés, impliqués dans des projets stratégiques grâce à leur haut niveau de compétences en Software, DevOps, Cloud, Agilité, Cybersécurité, Big Data & IA. En parallèle de leurs métiers, les collaborateur"
Business Analyst,Non spécifié,Business Analyst F/H (H/F),Non spécifié,92 - Neuilly-sur-Seine,Non spécifié,Expérience exigée,"excel, go, r, ia","Rejoignez nos équipes, nous vous attendons !  Mission  Chez JCDecaux, nous façonnons l'avenir de la communication extérieure. Nous nous engageons à être le média responsable et durable qui sert la communauté, tant en ville que dans les lieux de transport et de commerce. Notre histoire commence en 1964 avec la création d'un nouveau modèle économique : proposer des produits et des services utiles et durables (Abribus, Mobilier Urbain pour l'Information, Kiosques, Sanitaires à entretien automatique"
Business Analyst,Galileo Global Education,Business Analyst Finance F/H/X (H/F),Senior,75 - Paris 12e Arrondissement,Non spécifié,5 An(s),"rest, ia, r","Et si vous deveniez le relais stratégique entre Finance et SI pour booster la performance de nos outils métiers ?  Rejoignez Galileo Global Education comme Business Analyst Finance - SI & Processus Métier et accompagnez l'évolution de nos solutions financières au service d'un groupe en pleine croissance.   L'environnement Leader mondial de l'enseignement supérieur privé, Galileo Global Education regroupe plus de 170 000 étudiants dans 15 pays. Vous intégrerez la Direction des Systèmes d'Informat"
